Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
340,"S Piana, JL Klepeis, DE Shaw",Assessing the accuracy of physical models used in protein-folding simulations: quantitative evidence from long molecular dynamics simulations,2014,Current opinion in structural biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0959440X13002157,"https://scholar.google.com/scholar?cites=8342122373712043237&as_sdt=2005&sciodt=0,5&hl=en",272,22/11/2019 18:45,HTML,,,,,,,,340,68,113,3,5
4826,A Fersht,Structure and mechanism in protein science: a guide to enzyme catalysis and protein folding,1999,,Macmillan,,"https://scholar.google.com/scholar?cites=979162928212602842&as_sdt=2005&sciodt=0,5&hl=en",273,22/11/2019 18:45,CITATION,,,,,,,,4826,241.3,4826,1,20
105,"HSM Lu, M Volk, Y Kholodenko…","Aminothiotyrosine disulfide, an optical trigger for initiation of protein folding",1997,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja970567o,"https://scholar.google.com/scholar?cites=16105048620670491696&as_sdt=2005&sciodt=0,5&hl=en",274,22/11/2019 18:45,,,,,,,,,105,4.77,26,4,22
272,"P Das, M Moll, H Stamati, LE Kavraki…","Low-dimensional, free-energy landscapes of protein-folding reactions by nonlinear dimensionality reduction",2006,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/103/26/9885.short,"https://scholar.google.com/scholar?cites=17620715060104399774&as_sdt=2005&sciodt=0,5&hl=en",275,22/11/2019 18:45,,,,,,,,,272,20.92,54,5,13
47,"P Neudecker, A Zarrine-Afsar…",Φ-value analysis of a three-state protein folding pathway by NMR relaxation dispersion spectroscopy,2007,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/104/40/15717.short,"https://scholar.google.com/scholar?cites=15326291091188877543&as_sdt=2005&sciodt=0,5&hl=en",276,22/11/2019 18:45,,,,,,,,,47,3.92,16,3,12
205,"DAC Beck, V Daggett",Methods for molecular dynamics simulations of protein folding/unfolding in solution,2004,Methods,Elsevier,https://www.sciencedirect.com/science/article/pii/S1046202304000568,"https://scholar.google.com/scholar?cites=17685190168635375626&as_sdt=2005&sciodt=0,5&hl=en",277,22/11/2019 18:45,,,,,,,,,205,13.67,103,2,15
279,"F Krieger, B Fierz, O Bieri, M Drewello…",Dynamics of unfolded polypeptide chains as model for the earliest steps in protein folding,2003,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283603008921,"https://scholar.google.com/scholar?cites=2970928761748760431&as_sdt=2005&sciodt=0,5&hl=en",278,22/11/2019 18:45,,,,,,,,,279,17.44,56,5,16
47,"Y Xu, CD Amero, DK Pulukkunat, V Gopalan…",… complex between Pyrococcus furiosus RPP21 and RPP29 is accompanied by coupled protein folding and highlights critical features for protein–protein and protein …,2009,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283609010948,"https://scholar.google.com/scholar?cites=14040582328147930977&as_sdt=2005&sciodt=0,5&hl=en",279,22/11/2019 18:45,,,,,,,,,47,4.7,9,5,10
119,"MAH Muhammed, AK Shaw, SK Pal…",Quantum clusters of gold exhibiting FRET,2008,The Journal of Physical …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp804597r,"https://scholar.google.com/scholar?cites=9186644098448330879&as_sdt=2005&sciodt=0,5&hl=en",280,22/11/2019 18:45,,,,,,,,,119,10.82,30,4,11
164,"C Clementi, SS Plotkin",The effects of nonnative interactions on protein folding rates: theory and simulation,2004,Protein science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.03580104,"https://scholar.google.com/scholar?cites=11675263615488200776&as_sdt=2005&sciodt=0,5&hl=en",281,22/11/2019 18:45,,,,,,,,,164,10.93,82,2,15
72,"M Knott, HS Chan","Criteria for downhill protein folding: Calorimetry, chevron plot, kinetic relaxation, and single‐molecule radius of gyration in chain models with subdued degrees of …",2006,"PROTEINS: Structure, Function, and …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.21066,"https://scholar.google.com/scholar?cites=380667404260300523&as_sdt=2005&sciodt=0,5&hl=en",282,22/11/2019 18:45,,,,,,,,,72,5.54,36,2,13
50,"JD Dunitz, HA Scheraga",Exercises in prognostication: Crystal structures and protein folding,2004,Proceedings of the National …,National Acad Sciences,https://www.pnas.org/content/101/40/14309.short,"https://scholar.google.com/scholar?cites=12075123881769603918&as_sdt=2005&sciodt=0,5&hl=en",283,22/11/2019 18:45,,,,,,,,,50,3.33,25,2,15
8,PA Thompson,Laser temperature jump for the study of early events in protein folding,1997,Techniques in Protein Chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S1080891497800725,"https://scholar.google.com/scholar?cites=18177374224935223628&as_sdt=2005&sciodt=0,5&hl=en",284,22/11/2019 18:45,,,,,,,,,8,0.36,8,1,22
195,Q Zhao,Nature of protein dynamics and thermodynamics,2013,Reviews in Theoretical Science,ingentaconnect.com,https://www.ingentaconnect.com/content/asp/rits/2013/00000001/00000001/art00005,"https://scholar.google.com/scholar?cites=11313214295674476476&as_sdt=2005&sciodt=0,5&hl=en",285,22/11/2019 18:45,,,,,,,,,195,32.5,195,1,6
50,"L Vugmeyster, CD Kroenke, F Picart…",15N R1ρ Measurements Allow the Determination of Ultrafast Protein Folding Rates,2000,Journal of the …,ACS Publications,https://pubs.acs.org/doi/full/10.1021/ja000225+,"https://scholar.google.com/scholar?cites=15279772771599348261&as_sdt=2005&sciodt=0,5&hl=en",286,22/11/2019 18:45,,,,,,,,,50,2.63,13,4,19
53,"SO Garbuzynskiy, DN Ivankov…",Golden triangle for folding rates of globular proteins,2013,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/110/1/147.short,"https://scholar.google.com/scholar?cites=5264550630832514671&as_sdt=2005&sciodt=0,5&hl=en",287,22/11/2019 18:45,,,,,,,,,53,8.83,18,3,6
289,"DS Talaga, WL Lau, H Roder, J Tang…",Dynamics and folding of single two-stranded coiled-coil peptides studied by fluorescent energy transfer confocal microscopy,2000,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/97/24/13021.short,"https://scholar.google.com/scholar?cites=12456820258884033519&as_sdt=2005&sciodt=0,5&hl=en",288,22/11/2019 18:45,,,,,,,,,289,15.21,58,5,19
147,"SJ Kim, B Born, M Havenith…",Real‐time detection of protein–water dynamics upon protein folding by terahertz absorption spectroscopy,2008,Angewandte Chemie …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.200802281,"https://scholar.google.com/scholar?cites=3030941017638982418&as_sdt=2005&sciodt=0,5&hl=en",289,22/11/2019 18:45,,,,,,,,,147,13.36,37,4,11
204,A Cooper,Heat capacity effects in protein folding and ligand binding: a re-evaluation of the role of water in biomolecular thermodynamics,2005,Biophysical chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301462204003539,"https://scholar.google.com/scholar?cites=8061531748648685177&as_sdt=2005&sciodt=0,5&hl=en",290,22/11/2019 18:45,,,,,,,,,204,14.57,204,1,14
66,"J Ervin, J Sabelko, M Gruebele",Submicrosecond real-time fluorescence sampling: application to protein folding,2000,Journal of Photochemistry and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1011134400000026,"https://scholar.google.com/scholar?cites=7340296477727903777&as_sdt=2005&sciodt=0,5&hl=en",291,22/11/2019 18:45,,,,,,,,,66,3.47,22,3,19
483,MJ Sippl,"Boltzmann's principle, knowledge-based mean fields and protein folding. An approach to the computational determination of protein structures",1993,Journal of computer-aided molecular design,Springer,https://link.springer.com/article/10.1007/BF02337562,"https://scholar.google.com/scholar?cites=7142370118957521765&as_sdt=2005&sciodt=0,5&hl=en",292,22/11/2019 18:45,,,,,,,,,483,18.58,483,1,26
97,"MJ Parker, AR Clarke",Amide backbone and water-related H/D isotope effects on the dynamics of a protein folding reaction,1997,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi9629283,"https://scholar.google.com/scholar?cites=5296154918933656023&as_sdt=2005&sciodt=0,5&hl=en",293,22/11/2019 18:45,,,,,,,,,97,4.41,49,2,22
76,"ER Henry, RB Best, WA Eaton",Comparing a simple theoretical model for protein folding with all-atom molecular dynamics simulations,2013,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/110/44/17880.short,"https://scholar.google.com/scholar?cites=14583452425252203232&as_sdt=2005&sciodt=0,5&hl=en",294,22/11/2019 18:45,,,,,,,,,76,12.67,25,3,6
61,"EH Morita, T Sawasaki, R Tanaka, Y Endo…",A wheat germ cell‐free system is a novel way to screen protein folding and function,2003,Protein …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.0241203,"https://scholar.google.com/scholar?cites=2930876594859366644&as_sdt=2005&sciodt=0,5&hl=en",295,22/11/2019 18:45,,,,,,,,,61,3.81,12,5,16
166,"HS Chan, Z Zhang, S Wallin, Z Liu","Cooperativity, local-nonlocal coupling, and nonnative interactions: principles of protein folding from coarse-grained models",2011,Annual Review of Physical …,annualreviews.org,https://www.annualreviews.org/eprint/dUDmRsVEdBUvx3QW3b8g/full/10.1146/annurev-physchem-032210-103405,"https://scholar.google.com/scholar?cites=14722027521710642356&as_sdt=2005&sciodt=0,5&hl=en",296,22/11/2019 18:45,,,,,,,,,166,20.75,42,4,8
1,"WW Mao, LH Lu, YY Ji, YQ Li",Quantum Intelligence on Protein Folding Pathways,2019,arXiv preprint arXiv:1907.07179,arxiv.org,https://arxiv.org/abs/1907.07179,"https://scholar.google.com/scholar?cites=13941451135496987315&as_sdt=2005&sciodt=0,5&hl=en",297,22/11/2019 18:45,,,,,,,,,1,1,0,4,1
209,"STR Walsh, H Cheng, JW Bryson…",Solution structure and dynamics of a de novo designed three-helix bundle protein,1999,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/96/10/5486.short,"https://scholar.google.com/scholar?cites=13767356307933807457&as_sdt=2005&sciodt=0,5&hl=en",298,22/11/2019 18:45,,,,,,,,,209,10.45,52,4,20
58,"GM Crippen, ME Snow",A 1.8 Å resolution potential function for protein folding,1990,Biopolymers: Original Research on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/bip.360291014,"https://scholar.google.com/scholar?cites=10000772673747912880&as_sdt=2005&sciodt=0,5&hl=en",299,22/11/2019 18:45,,,,,,,,,58,2,29,2,29
274,"JC Martinez, MT Pisabarro, L Serrano",Obligatory steps in protein folding and the conformational diversity of the transition state,1998,Nature Structural & Molecular …,nature.com,https://www.nature.com/articles/nsb0898_721,"https://scholar.google.com/scholar?cites=2520474835746465829&as_sdt=2005&sciodt=0,5&hl=en",300,22/11/2019 18:45,,,,,,,,,274,13.05,91,3,21
179,"N Kobko, JJ Dannenberg","Cooperativity in amide hydrogen bonding chains. Relation between energy, position, and H-bond chain length in peptide and protein folding models",2003,The Journal of Physical Chemistry A,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp0365209,"https://scholar.google.com/scholar?cites=4359280236073884188&as_sdt=2005&sciodt=0,5&hl=en",301,22/11/2019 18:45,,,,,,,,,179,11.19,90,2,16
74,"MJ Parker, CE Dempsey, M Lorch, AR Clarke",Acquisition of native β-strand topology during the rapid collapse phase of protein folding,1997,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi971294c,"https://scholar.google.com/scholar?cites=3981705486580195281&as_sdt=2005&sciodt=0,5&hl=en",302,22/11/2019 18:45,,,,,,,,,74,3.36,19,4,22
18,"OB Ptitsyn, AV Finkelstein",Mechanism of protein folding,1979,International Journal of Quantum …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/qua.560160302,"https://scholar.google.com/scholar?cites=595898434390741412&as_sdt=2005&sciodt=0,5&hl=en",303,22/11/2019 18:45,,,,,,,,,18,0.45,9,2,40
76,"MJ Tucker, R Oyola, F Gai",A novel fluorescent probe for protein binding and folding studies: p‐cyano‐phenylalanine,2006,Biopolymers: Original Research on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/bip.20587,"https://scholar.google.com/scholar?cites=2579107005905627067&as_sdt=2005&sciodt=0,5&hl=en",304,22/11/2019 18:45,,,,,,,,,76,5.85,25,3,13
20,"A Mukaiyama, T Nakamura, K Makabe, K Maki…",The molten globule of β2-microglobulin accumulated at pH 4 and its role in protein folding,2013,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283612008741,"https://scholar.google.com/scholar?cites=414844471957072260&as_sdt=2005&sciodt=0,5&hl=en",305,22/11/2019 18:45,,,,,,,,,20,3.33,4,5,6
198,"UHE Hansmann, Y Okamoto",Numerical comparisons of three recently proposed algorithms in the protein folding problem,1997,Journal of Computational …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-987X(199705)18:7%3C920::AID-JCC5%3E3.0.CO;2-T,"https://scholar.google.com/scholar?cites=12602771421997848886&as_sdt=2005&sciodt=0,5&hl=en",306,22/11/2019 18:45,,,,,,,,,198,9,99,2,22
1771,"KA Dill, S Bromberg, K Yue, HS Chan…",Principles of protein folding—a perspective from simple exact models,1995,Protein …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.5560040401,"https://scholar.google.com/scholar?cites=18210935096275514067&as_sdt=2005&sciodt=0,5&hl=en",307,22/11/2019 18:45,,,,,,,,,1771,73.79,354,5,24
52,"D Canet, K Doering, CM Dobson, Y Dupont",High-sensitivity fluorescence anisotropy detection of protein-folding events: application to α-lactalbumin,2001,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349501761693,"https://scholar.google.com/scholar?cites=1205047187012446540&as_sdt=2005&sciodt=0,5&hl=en",308,22/11/2019 18:45,HTML,,,,,,,,52,2.89,13,4,18
232,"VR Agashe, MCR Shastry, JB Udgaonkar",Initial hydrophobic collapse in the folding of barstar,1995,Nature,nature.com,https://www.nature.com/articles/377754a0,"https://scholar.google.com/scholar?cites=1574734049529942374&as_sdt=2005&sciodt=0,5&hl=en",309,22/11/2019 18:45,,,,,,,,,232,9.67,77,3,24
164,"DE Hertzog, X Michalet, M Jäger, X Kong…",Femtomole mixer for microsecond kinetic studies of protein folding,2004,Analytical …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ac048661s,"https://scholar.google.com/scholar?cites=2772567000448068089&as_sdt=2005&sciodt=0,5&hl=en",310,22/11/2019 18:45,,,,,,,,,164,10.93,33,5,15
401,"KW Plaxco, KT Simons, I Ruczinski, D Baker","Topology, stability, sequence, and length: defining the determinants of two-state protein folding kinetics",2000,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi000200n,"https://scholar.google.com/scholar?cites=17453598005702660926&as_sdt=2005&sciodt=0,5&hl=en",311,22/11/2019 18:45,,,,,,,,,401,21.11,100,4,19
118,"JM Friedman, KB Lyons",Transient Raman study of CO–haemoprotein photolysis: origin of the quantum yield,1980,Nature,nature.com,https://www.nature.com/articles/284570a0,"https://scholar.google.com/scholar?cites=8883500488125121585&as_sdt=2005&sciodt=0,5&hl=en",312,22/11/2019 18:45,,,,,,,,,118,3.03,59,2,39
956,"CM Dobson, A Šali, M Karplus",Protein folding: a perspective from theory and experiment,1998,… Chemie International Edition,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1521-3773(19980420)37:7%3C868::AID-ANIE868%3E3.0.CO;2-H,"https://scholar.google.com/scholar?cites=4294249758601963755&as_sdt=2005&sciodt=0,5&hl=en",313,22/11/2019 18:45,,,,,,,,,956,45.52,319,3,21
85,K Huang,Lectures on statistical physics and protein folding,2005,,books.google.com,https://books.google.com/books?hl=en&lr=&id=ANJpDQAAQBAJ&oi=fnd&pg=PR5&dq=quantum+protein+folding&ots=dlge1HVyYV&sig=32f0w8tFkGYGHJ-myLNPbMK3l54,"https://scholar.google.com/scholar?cites=14938343534993014385&as_sdt=2005&sciodt=0,5&hl=en",314,22/11/2019 18:45,BOOK,,,,,,,,85,6.07,85,1,14
65,"T Wang, Y Zhu, F Gai",Folding of a three-helix bundle at the folding speed limit,2004,The Journal of Physical Chemistry B,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp049652q,"https://scholar.google.com/scholar?cites=15413350369640864957&as_sdt=2005&sciodt=0,5&hl=en",315,22/11/2019 18:45,,,,,,,,,65,4.33,22,3,15
148,A Ben‐Naim,Solvent effects on protein association and protein folding,1990,Biopolymers: Original Research on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/bip.360290312,"https://scholar.google.com/scholar?cites=10078967302617241481&as_sdt=2005&sciodt=0,5&hl=en",316,22/11/2019 18:45,,,,,,,,,148,5.1,148,1,29
21,"S Lindhoud, AH Westphal, AJWG Visser, JW Borst…",Fluorescence of Alexa fluor dye tracks protein folding,2012,PLoS …,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0046838,"https://scholar.google.com/scholar?cites=12126170841107983932&as_sdt=2005&sciodt=0,5&hl=en",317,22/11/2019 18:45,HTML,,,,,,,,21,3,4,5,7
16,"Y Zheng, Q Wu, C Wang, M Xu, Y Liu",Mutual synergistic protein folding in split intein,2012,Bioscience reports,portlandpress.com,https://portlandpress.com/bioscirep/article-abstract/32/5/433/55951,"https://scholar.google.com/scholar?cites=5070724354272873735&as_sdt=2005&sciodt=0,5&hl=en",318,22/11/2019 18:45,,,,,,,,,16,2.29,3,5,7
50,"C Nishimura, MA Lietzow, HJ Dyson…",Sequence determinants of a protein folding pathway,2005,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283605006674,"https://scholar.google.com/scholar?cites=10585880524413508771&as_sdt=2005&sciodt=0,5&hl=en",319,22/11/2019 18:45,,,,,,,,,50,3.57,13,4,14
